Number,Name,Address,Latitude,Longitude
11005,Pima Community College - East Campus,8181 E Irvington Rd,32.1653428,-110.8170975
11006,Hillel Building,1245 E 2nd St,32.2340212,-110.9526282
11007,Arizona Western College - Yuma,2020 S Ave 8 E,32.2539787,-110.9741769
11008,Fort Huachuca,52104 La Guardia,32.2539787,-110.9741769
11009,Science and Tech Park,9040 S Rita Rd,32.0919287,-110.8089283
1101,Catalina Observatory Site 1 - 30 Inch Schmidt Telescope,12201 E Mount Bigelow Rd,32.416783,-110.732527
11010,Central Arizona College-Signal Peak,&nbsp;,32.2539787,-110.9741769
11011,Rehabilitation Service Administration,4710 E. 29th,32.199227,-110.8914945
11012,Paradise Valley Community College,18401 N 32 St,33.651284,-112.0109173
11013,Little Chapel of All Nations,&nbsp;,32.2539787,-110.9741769
&nbsp;,Cochise College - Sierra Vista,901 N Colombo Ave,31.5634802,-110.2474321
11015,Arizona Western-College San Luis Technology Institute,1135 N Main St,32.2365405,-110.9781629
11016,Dunbar Cultural Center,325 W 2 St,32.2326333,-110.977394
11018,Los Ninos Elementary School,5445 S Alvernon Way,32.1531951,-110.9081927
1102,Catalina Observatory Site 1 - 61 Inch Telescope,12201 E Mount Bigelow Rd,32.416783,-110.732527
11020,Buena High School Alternative Learning Center - SVUSD,5224 Buena School Blvd,31.5692904,-110.2378121
11021,Calabasas School - SCVUSD,131 Camino Maricopa,32.2539787,-110.9741769
1103,Catalina Observatory Site 1 - Dormitory,12201 E Mount Bigelow Rd,32.416783,-110.732527
1104,Catalina Observatory Site 1 - Garage/Storage,12201 E Mount Bigelow Rd,32.416783,-110.732527
1105,Catalina Observatory Site 1 - Power House,12201 E Mount Bigelow Rd,32.416783,-110.732527
1200,KUAT Radio-TV Transmitter,Mt Bigelow,32.4150754,-110.7145364
1201,KUAT Radio-TV Transmitter,Mt Bigelow,32.4150754,-110.7145364
1350,High Altitude Laboratory,Mt Lemmon,32.2539787,-110.9741769
1401,Mt Lemmon Observatories - 60 Inch Telescope,9800 E Ski Run RD,32.4727249,-110.814011
1402,Mt Lemmon Observatories - 12 Foot Observatory,9800 E Ski Run RD ,32.4727249,-110.814011
1403,Mt Lemmon Observatories - 40 Inch Telescope,9800 E Ski Run RD ,32.4727249,-110.814011
1404,Mt Lemmon Observatories - 32 Inch Telescope,9800 E Ski Run RD ,32.4727249,-110.814011
1405,Mt Lemmon Observatories - Dwelling,9800 E Ski Run RD ,32.4727249,-110.814011
1406,Mt Lemmon Observatories - Power House,9800 E Ski Run RD ,32.4727249,-110.814011
1407,Mt Lemmon Observatories - Garage,9800 E Ski Run RD ,32.4727249,-110.814011
1408,Mt Lemmon Observatories - Fire Pumphouse,9800 E Ski Run RD ,32.4727249,-110.814011
1409,Mt Lemmon Observatories - Water Pumphouse,9800 E Ski Run RD ,32.4727249,-110.814011
1410,Mt Lemmon Observatories - Dormitory #1,9800 E Ski Run RD ,32.4727249,-110.814011
1411,Mt Lemmon Observatories - Dormitory #2,9800 E Ski Run RD,32.4727249,-110.814011
1411A,Mt Lemmon Observatories - Learning Center,9800 E Ski Run RD,32.4727249,-110.814011
1412,Mt Lemmon Observatories - 60 Inch Telescope Control,9800 E Ski Run RD ,32.4727249,-110.814011
1413,Mt Lemmon Observatories - Refuse Transfer,9800 E Ski Run RD ,32.4727249,-110.814011
1415,Mt Lemmon Observatories - Radar Tower,9800 E Ski Run RD,32.4727249,-110.814011
1416,Mt Lemmon Observatories - 24 Inch Telescope,9800 E Ski Run RD,32.4727249,-110.814011
2001,Campus Farm West - Maintenance HQ,4101 N Campbell Ave,32.281796,-110.9452961
2004,Campus Farm West - Pavilion and Archives,4101 N Campbell Ave,32.281796,-110.9452961
2005,Campus Farm West,4101 N Campbell Ave,32.281796,-110.9452961
2006,Campus Farm West - SNR Complex,4101 N Campbell Ave,32.281796,-110.9452961
2007,College of Veterinary Medicine Equine Clinical Training Facility,4101 N Campbell Ave,32.281796,-110.9452961
2008,Campus Farm West - Ag Education Center,4101 N Campbell Ave,32.281796,-110.9452961
2010,Campus Farm West - Irrigation Lab,4101 N Campbell Ave,32.281796,-110.9452961
2011,Campus Farm West - Animal Pathology,4101 N Campbell Ave,32.281796,-110.9452961
2012,Campus Farm West - Animal Pathology,4101 N Campbell Ave,32.281796,-110.9452961
2013,Campus Farm West - Storage,4101 N Campbell Ave,32.281796,-110.9452961
2015,Campus Farm West - ABE Machine Shop,4101 N Campbell Ave,32.281796,-110.9452961
2017,Food Product and Safety Laboratory,4101 N Campbell Ave,32.281796,-110.9452961
2018,Campus Farm West - Covered Arena,4101 N Campbell Ave,32.281796,-110.9452961
2019,William J. Parker Agricultural Research Complex,1650 E Limberlost Dr,32.2827498,-110.9460086
2023,Campus Farm West - Maintenance Offices,4101 N Campbell Ave,32.281796,-110.9452961
2024,Campus Farm West - Bovine Education &amp; Extension Facility,4101 N Campbell Ave,32.281796,-110.9452961
2026,Campus Farm West - Old Water Tower,4101 N Campbell Ave,32.281796,-110.9452961
2027,Campus Farm West - Modular Classroom,4101 N Campbell Ave,32.281796,-110.9452961
2031,Campus Farm West - Residence,4101 N Campbell Ave,32.281796,-110.9452961
2032,Campus Farm West - Residence Garage,4101 N Campbell Ave,32.281796,-110.9452961
2042,Campus Farm West - Beef/Sheep HQ,4101 N Campbell Ave,32.281796,-110.9452961
2048,Campus Farm West - Animal Nutrition Lab,4101 N Campbell Ave,32.281796,-110.9452961
2061,Campus Farm East - Wildlife Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2065,Campus Farm East - Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2068,Campus Farm East,4040 N Campbell Ave,32.2803268,-110.9436408
2069,Campus Farm East - CAC Garage,4040 N Campbell Ave,32.2803268,-110.9436408
2069A,Campus Farm East,4040 N Campbell Ave,32.2803268,-110.9436408
2070,Campus Farm East - Residence,4040 N Campbell Ave,32.2803268,-110.9436408
2071,Campus Farm East - Residence,4040 N Campbell Ave,32.2803268,-110.9436408
2072,Campus Farm East - Residence Garage,4040 N Campbell Ave,32.2803268,-110.9436408
2074,Campus Farm East - CEAC Annex,4040 N Campbell Ave,32.2803268,-110.9436408
2075,Campus Farm East - Fertilizer Building,1951 E Roger Rd,32.280079,-110.9422618
2076,Campus Farm East,4040 N Campbell Ave,32.2803268,-110.9436408
2077,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2078,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2079,G H Head House,1971 E Roger Rd,32.281328,-110.942659
2080,Campus Farm East - Greenhouse Support Complex,4040 N Campbell Ave,32.2803268,-110.9436408
2081,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2082,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2084,Tucson Village Farm,2201 E Roger Rd,32.2798632,-110.9391707
2085A,Campus Farm East - Greenhouse Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2087,Campus Farm East - CEAC Teaching GH,4040 N Campbell Ave,32.2803268,-110.9436408
2088,Controlled Environment Ag Building,1951 E Roger Rd,32.280079,-110.9422618
2091A,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2091C,Campus Farm East - Greenhouse,4040 N Campbell Ave,32.2803268,-110.9436408
2091D,Campus Farm East - Utility Building,4040 N Campbell Ave,32.2803268,-110.9436408
2092,Campus Farm East - Pesticide Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2093,Campus Farm East - CAC Garage Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2094,Campus Farm East - Field Crew HQ,4040 N Campbell Ave,32.2803268,-110.9436408
2095,Campus Farm East - CEAC Support,4040 N Campbell Ave,32.2803268,-110.9436408
2096,Campus Farm East - Fisheries Lab,4040 N Campbell Ave,32.2803268,-110.9436408
2097,Campus Farm East - High Pressure Lab,4040 N Campbell Ave,32.2803268,-110.9436408
2098,Campus Farm East - Solvent Storage,4040 N Campbell Ave,32.2803268,-110.9436408
2099A,Pima Cooperative Ext Metal Storage Shed,4210 N Campbell Ave,32.2824728,-110.9425493
2101,Red Rock Ag Center Shop,37697 S Experiment Station Rd,32.2539787,-110.9741769
2102,Red Rock Ag Center Residence A,37697 S Experiment Station Rd,32.2539787,-110.9741769
2103,Red Rock Ag Center Residence B,37697 S Experiment Station Rd,32.2539787,-110.9741769
2206,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2207,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2257,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2258,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2260,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2265,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2267,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2268,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2269,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2270,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2275,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2276,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2281,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2286,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2287,Yuma Mesa Farm,2186 W County 15th St,32.6113113,-114.6355881
2323,WCAC - Necropsy Laboratory,2831 N Freeway,32.2585377,-111.0025721
2324,WCAC - AZ Vet. Diagnostic Lab,2831 N Freeway,32.2585377,-111.0025721
2325,West Campus Agricultural Ctr,2831 N Freeway,32.2585377,-111.0025721
2327,WCAC-Shrimp Virus Bldg.,2831 N Freeway,32.2585377,-111.0025721
2328,Shrimp Pathology Facility,2831 N Freeway,32.2585377,-111.0025721
2328A,Shrimp Pathology Facility,2831 N Freeway,32.2585377,-111.0025721
2333,WCAC-AVDI Shop And Storage,2831 N Freeway,32.2585377,-111.0025721
2334,WCAC-Aqua. Pth. Support,2831 N Freeway,32.2585377,-111.0025721
2335,WCAC-Old Poultry Bldg,2831 N Freeway,32.2585377,-111.0025721
2336,WCAC-Aqua. Pth. Support,2831 N Freeway,32.2585377,-111.0025721
2340,WCAC-Old Aqua. Pth. Lab,2831 N Freeway,32.2585377,-111.0025721
2341,WCAC - Quonset Hut,2831 N Freeway,32.2585377,-111.0025721
2342,WCAC - Storage,2831 N Freeway,32.2585377,-111.0025721
2343,West Campus Agricultural Ctr,2831 N Freeway,32.2585377,-111.0025721
2501,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2504,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2510,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2511,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2512,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2513,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2514,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2515,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2516,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2516A,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2517,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2518,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2519,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2520,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2521,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2522,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2523,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2524,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
2530,Maricopa Agricultural Center,37860 W Smith-Enke Rd,33.073553,-111.9737187
